Lvl,Mon,Main role,Atk Base,Str,Agi,Dex,Int,Vit,Base HP,Base ATK,Base Def
64,Pluvault,Tank / Supp,Int-Based,1,18,12,59,64,5521,24,17
65,Pluvault,Tank / Supp,Int-Based,1,18,12,60,65,5690,24,17
66,Pluvault,Tank / Supp,Int-Based,1,20,13,61,65,5826,25,18
67,Pluvault,Tank / Supp,Int-Based,1,20,13,62,66,5999,25,18
68,Pluvault,Tank / Supp,Int-Based,1,20,13,63,67,6175,25,18
69,Pluvault,Tank / Supp,Int-Based,1,20,13,64,68,6357,25,18
70,Pluvault,Tank / Supp,Int-Based,1,20,13,65,69,6540,26,19
71,Pluvault,Tank / Supp,Int-Based,1,22,14,65,70,6726,26,19
72,Pluvault,Tank / Supp,Int-Based,1,22,14,66,71,6916,26,19
73,Pluvault,Tank / Supp,Int-Based,1,22,14,67,72,7110,27,19
74,Pluvault,Tank / Supp,Int-Based,1,22,14,68,73,7307,27,19
75,Pluvault,Tank / Supp,Int-Based,1,22,14,69,74,7508,27,20
76,Pluvault,Tank / Supp,Int-Based,1,23,16,70,74,7666,28,20
77,Pluvault,Tank / Supp,Int-Based,1,23,16,71,75,7873,29,20
78,Pluvault,Tank / Supp,Int-Based,1,23,16,72,76,8083,29,20
79,Pluvault,Tank / Supp,Int-Based,1,25,17,72,77,8297,29,21
80,Pluvault,Tank / Supp,Int-Based,1,25,17,73,78,8515,30,21
81,Pluvault,Tank / Supp,Int-Based,1,25,17,74,79,8735,30,21
82,Pluvault,Tank / Supp,Int-Based,1,25,17,75,80,8960,30,21
83,Pluvault,Tank / Supp,Int-Based,1,25,18,76,81,9189,31,22
84,Pluvault,Tank / Supp,Int-Based,1,25,18,77,82,9420,31,22
85,Pluvault,Tank / Supp,Int-Based,1,27,18,77,83,9656,31,22
86,Pluvault,Tank / Supp,Int-Based,1,27,18,78,84,9895,31,22
87,Pluvault,Tank / Supp,Int-Based,1,27,19,79,85,10138,32,22
88,Pluvault,Tank / Supp,Int-Based,1,27,19,80,86,10386,32,23
89,Pluvault,Tank / Supp,Int-Based,1,27,19,81,87,10636,32,23
90,Pluvault,Tank / Supp,Int-Based,1,29,20,82,87,10834,34,23
91,Pluvault,Tank / Supp,Int-Based,1,29,20,83,88,11092,34,23
92,Pluvault,Tank / Supp,Int-Based,1,29,21,84,89,11353,34,24
93,Pluvault,Tank / Supp,Int-Based,1,29,21,85,90,11618,34,24
94,Pluvault,Tank / Supp,Int-Based,1,29,21,86,91,11887,35,24
95,Pluvault,Tank / Supp,Int-Based,1,31,22,86,92,12163,35,24
96,Pluvault,Tank / Supp,Int-Based,1,31,22,87,93,12440,35,25
97,Pluvault,Tank / Supp,Int-Based,1,31,22,88,94,12722,36,25
98,Pluvault,Tank / Supp,Int-Based,1,31,22,89,95,13008,36,25
99,Pluvault,Tank / Supp,Int-Based,1,31,22,90,96,13298,36,25
100,Pluvault,Tank / Supp,Int-Based,1,32,22,91,97,13593,37,26
1,Rillblade,DPS,Dex-Based,1,9,9,1,9,152,17,1
2,Rillblade,DPS,Dex-Based,1,10,9,1,9,163,18,1
3,Rillblade,DPS,Dex-Based,1,11,10,1,9,175,22,1
4,Rillblade,DPS,Dex-Based,1,11,11,1,9,188,24,1
5,Rillblade,DPS,Dex-Based,1,12,11,1,9,201,26,1
6,Rillblade,DPS,Dex-Based,1,12,12,1,10,216,28,1
7,Rillblade,DPS,Dex-Based,1,13,12,1,10,231,30,1
8,Rillblade,DPS,Dex-Based,1,13,13,1,11,248,33,1
9,Rillblade,DPS,Dex-Based,1,14,13,1,11,264,34,1
10,Rillblade,DPS,Dex-Based,1,14,14,1,11,279,37,1
11,Rillblade,DPS,Dex-Based,1,15,15,1,11,296,39,2
12,Rillblade,DPS,Dex-Based,1,16,16,1,11,314,42,2
13,Rillblade,DPS,Dex-Based,1,17,16,1,11,331,44,2
14,Rillblade,DPS,Dex-Based,1,18,17,1,11,349,46,2
15,Rillblade,DPS,Dex-Based,1,19,18,1,11,368,49,2
16,Rillblade,DPS,Dex-Based,1,20,19,1,11,387,51,2
17,Rillblade,DPS,Dex-Based,1,21,20,1,11,407,57,2
18,Rillblade,DPS,Dex-Based,1,21,21,1,12,432,59,2
19,Rillblade,DPS,Dex-Based,1,22,21,1,12,452,61,2
20,Rillblade,DPS,Dex-Based,1,23,22,1,12,474,64,2
21,Rillblade,DPS,Dex-Based,1,23,23,1,13,501,66,3
22,Rillblade,DPS,Dex-Based,1,24,23,1,14,528,68,3
23,Rillblade,DPS,Dex-Based,1,24,24,1,15,557,70,3
24,Rillblade,DPS,Dex-Based,1,25,24,1,16,586,72,3
25,Rillblade,DPS,Dex-Based,1,25,25,1,17,617,75,3
26,Rillblade,DPS,Dex-Based,1,26,26,1,17,643,77,3
27,Rillblade,DPS,Dex-Based,1,27,27,1,17,670,80,3
28,Rillblade,DPS,Dex-Based,1,28,28,1,17,697,82,3
29,Rillblade,DPS,Dex-Based,1,29,29,1,17,725,85,3
30,Rillblade,DPS,Dex-Based,1,30,30,1,17,753,92,3
31,Rillblade,DPS,Dex-Based,1,31,31,1,17,782,95,4
32,Rillblade,DPS,Dex-Based,1,32,32,1,17,811,98,4
33,Rillblade,DPS,Dex-Based,1,33,32,1,18,849,99,4
34,Rillblade,DPS,Dex-Based,1,34,33,1,18,880,102,4
35,Rillblade,DPS,Dex-Based,1,34,34,1,19,918,104,4
36,Rillblade,DPS,Dex-Based,1,35,35,1,19,952,107,4
37,Rillblade,DPS,Dex-Based,1,36,36,1,19,984,110,4
38,Rillblade,DPS,Dex-Based,1,37,37,1,19,1017,112,4
39,Rillblade,DPS,Dex-Based,1,38,38,1,19,1051,115,4
40,Rillblade,DPS,Dex-Based,1,39,38,1,21,1104,116,4
41,Rillblade,DPS,Dex-Based,1,40,39,1,21,1141,119,5
42,Rillblade,DPS,Dex-Based,1,41,40,1,21,1177,129,5
43,Rillblade,DPS,Dex-Based,1,42,41,1,21,1213,131,5
44,Rillblade,DPS,Dex-Based,1,42,42,1,22,1261,134,5
45,Rillblade,DPS,Dex-Based,1,43,43,1,22,1300,136,5
46,Rillblade,DPS,Dex-Based,1,44,43,1,24,1361,138,5
47,Rillblade,DPS,Dex-Based,1,45,44,1,24,1401,140,5
48,Rillblade,DPS,Dex-Based,1,46,45,1,24,1442,143,5
49,Rillblade,DPS,Dex-Based,1,47,46,1,24,1484,146,5
50,Rillblade,DPS,Dex-Based,1,48,46,1,25,1538,147,5
51,Rillblade,DPS,Dex-Based,1,49,47,1,25,1581,150,6
52,Rillblade,DPS,Dex-Based,1,50,48,1,26,1638,152,6
53,Rillblade,DPS,Dex-Based,1,51,49,1,26,1682,155,6
54,Rillblade,DPS,Dex-Based,1,51,50,1,28,1754,167,6
55,Rillblade,DPS,Dex-Based,1,52,51,1,28,1802,169,6
56,Rillblade,DPS,Dex-Based,1,53,52,1,28,1849,172,6
57,Rillblade,DPS,Dex-Based,1,54,52,1,29,1911,173,6
58,Rillblade,DPS,Dex-Based,1,55,53,1,29,1960,176,6
59,Rillblade,DPS,Dex-Based,1,55,54,1,31,2040,178,6
60,Rillblade,DPS,Dex-Based,1,56,55,1,31,2092,181,6
61,Rillblade,DPS,Dex-Based,1,57,56,1,31,2143,184,7
62,Rillblade,DPS,Dex-Based,1,58,57,1,31,2195,186,7
63,Rillblade,DPS,Dex-Based,1,59,58,1,32,2265,189,7
64,Rillblade,DPS,Dex-Based,1,60,59,1,32,2319,191,7
65,Rillblade,DPS,Dex-Based,1,61,59,1,33,2391,193,7
66,Rillblade,DPS,Dex-Based,1,62,60,1,34,2465,207,7
67,Rillblade,DPS,Dex-Based,1,63,61,1,34,2521,209,7
68,Rillblade,DPS,Dex-Based,1,63,62,1,35,2598,212,7
69,Rillblade,DPS,Dex-Based,1,64,63,1,35,2656,214,7
70,Rillblade,DPS,Dex-Based,1,65,64,1,35,2716,217,7
71,Rillblade,DPS,Dex-Based,1,66,65,1,36,2796,220,8
72,Rillblade,DPS,Dex-Based,1,67,65,1,37,2878,221,8
73,Rillblade,DPS,Dex-Based,1,68,66,1,38,2961,224,8
74,Rillblade,DPS,Dex-Based,1,69,67,1,38,3024,226,8
75,Rillblade,DPS,Dex-Based,1,70,68,1,38,3088,229,8
76,Rillblade,DPS,Dex-Based,1,70,69,1,40,3197,231,8
77,Rillblade,DPS,Dex-Based,1,71,70,1,40,3264,247,8
78,Rillblade,DPS,Dex-Based,1,72,71,1,41,3354,250,8
79,Rillblade,DPS,Dex-Based,1,73,72,1,41,3422,252,8
80,Rillblade,DPS,Dex-Based,1,74,72,1,42,3515,254,8
81,Rillblade,DPS,Dex-Based,1,75,73,1,42,3585,256,9
82,Rillblade,DPS,Dex-Based,1,76,74,1,42,3655,259,9
83,Rillblade,DPS,Dex-Based,1,77,75,1,43,3752,262,9
84,Rillblade,DPS,Dex-Based,1,77,76,1,44,3852,264,9
85,Rillblade,DPS,Dex-Based,1,78,77,1,44,3925,267,9
86,Rillblade,DPS,Dex-Based,1,79,78,1,45,4026,269,9
87,Rillblade,DPS,Dex-Based,1,80,79,1,45,4102,272,9
88,Rillblade,DPS,Dex-Based,1,81,79,1,47,4236,273,9
89,Rillblade,DPS,Dex-Based,1,82,80,1,47,4314,291,9
90,Rillblade,DPS,Dex-Based,1,83,81,1,47,4392,294,9
91,Rillblade,DPS,Dex-Based,1,84,82,1,47,4471,296,10
92,Rillblade,DPS,Dex-Based,1,85,83,1,48,4583,299,10
93,Rillblade,DPS,Dex-Based,1,85,84,1,49,4696,301,10
94,Rillblade,DPS,Dex-Based,1,86,85,1,50,4810,304,10
95,Rillblade,DPS,Dex-Based,1,87,86,1,50,4894,307,10
96,Rillblade,DPS,Dex-Based,1,88,86,1,52,5044,308,10
97,Rillblade,DPS,Dex-Based,1,89,87,1,52,5131,311,10
98,Rillblade,DPS,Dex-Based,1,90,88,1,52,5218,313,10
99,Rillblade,DPS,Dex-Based,1,91,89,1,52,5306,316,10
100,Rillblade,DPS,Dex-Based,1,92,90,1,53,5431,336,11
1,Seedskit,DPS,Strength-based,9,8,6,2,4,145,18,1
2,Seedskit,DPS,Strength-based,10,8,6,2,4,157,21,1
3,Seedskit,DPS,Strength-based,11,8,7,2,4,169,24,1
4,Seedskit,DPS,Strength-based,12,8,7,2,4,182,27,1
5,Seedskit,DPS,Strength-based,12,9,7,2,4,195,28,1
6,Seedskit,DPS,Strength-based,13,9,8,2,4,209,31,1
7,Seedskit,DPS,Strength-based,13,10,8,2,5,225,33,1
8,Seedskit,DPS,Strength-based,14,10,8,2,5,241,36,1
9,Seedskit,DPS,Strength-based,15,11,8,2,5,257,38,1
10,Seedskit,DPS,Strength-based,15,11,10,2,5,273,41,1
11,Seedskit,DPS,Strength-based,16,11,10,2,6,293,44,1
12,Seedskit,DPS,Strength-based,16,12,11,2,6,310,46,2
13,Seedskit,DPS,Strength-based,17,12,11,2,7,331,48,2
14,Seedskit,DPS,Strength-based,17,13,11,3,7,350,50,2
15,Seedskit,DPS,Strength-based,18,13,11,3,8,373,53,2
16,Seedskit,DPS,Strength-based,19,14,11,3,8,394,56,2
17,Seedskit,DPS,Strength-based,20,14,12,3,8,414,61,2
18,Seedskit,DPS,Strength-based,21,15,12,3,8,436,64,2
19,Seedskit,DPS,Strength-based,21,16,13,3,8,457,66,2
20,Seedskit,DPS,Strength-based,22,16,13,3,9,485,69,2
21,Seedskit,DPS,Strength-based,23,16,14,3,9,507,71,2
22,Seedskit,DPS,Strength-based,24,17,14,3,9,531,74,2
23,Seedskit,DPS,Strength-based,24,18,15,3,9,555,77,3
24,Seedskit,DPS,Strength-based,25,19,15,3,9,580,79,3
25,Seedskit,DPS,Strength-based,26,19,16,3,9,606,82,3
26,Seedskit,DPS,Strength-based,27,20,16,3,10,638,85,3
27,Seedskit,DPS,Strength-based,27,21,17,3,11,671,87,3
28,Seedskit,DPS,Strength-based,28,21,18,3,11,699,89,3
29,Seedskit,DPS,Strength-based,29,22,18,3,11,727,92,3
30,Seedskit,DPS,Strength-based,30,22,18,4,12,762,100,3
31,Seedskit,DPS,Strength-based,31,22,19,5,12,791,103,3
32,Seedskit,DPS,Strength-based,31,23,20,5,12,823,105,3
33,Seedskit,DPS,Strength-based,32,24,20,5,12,853,108,3
34,Seedskit,DPS,Strength-based,33,24,21,5,13,892,111,4
35,Seedskit,DPS,Strength-based,34,25,21,5,13,925,114,4
36,Seedskit,DPS,Strength-based,34,26,22,5,13,958,115,4
37,Seedskit,DPS,Strength-based,35,27,22,5,14,1000,118,4
38,Seedskit,DPS,Strength-based,36,27,23,5,14,1035,121,4
39,Seedskit,DPS,Strength-based,37,28,23,5,14,1069,124,4
40,Seedskit,DPS,Strength-based,38,28,24,5,15,1115,126,4
41,Seedskit,DPS,Strength-based,39,29,24,5,15,1151,129,4
42,Seedskit,DPS,Strength-based,39,30,25,5,16,1199,132,4
43,Seedskit,DPS,Strength-based,40,31,26,5,16,1236,141,4
44,Seedskit,DPS,Strength-based,41,31,26,5,18,1298,144,4
45,Seedskit,DPS,Strength-based,42,32,26,5,18,1338,147,5
46,Seedskit,DPS,Strength-based,43,32,27,5,18,1378,150,5
47,Seedskit,DPS,Strength-based,43,34,28,5,18,1419,151,5
48,Seedskit,DPS,Strength-based,45,34,28,5,18,1460,155,5
49,Seedskit,DPS,Strength-based,45,35,29,5,19,1516,157,5
50,Seedskit,DPS,Strength-based,46,35,30,5,19,1560,161,5
51,Seedskit,DPS,Strength-based,47,36,30,5,20,1617,163,5
52,Seedskit,DPS,Strength-based,48,36,31,5,21,1675,166,5
53,Seedskit,DPS,Strength-based,49,37,31,5,21,1721,169,5
54,Seedskit,DPS,Strength-based,50,38,32,5,21,1769,181,5
55,Seedskit,DPS,Strength-based,51,38,32,5,22,1831,183,5
56,Seedskit,DPS,Strength-based,52,39,33,5,22,1878,186,6
57,Seedskit,DPS,Strength-based,52,40,34,5,23,1943,188,6
58,Seedskit,DPS,Strength-based,53,41,34,5,23,1993,191,6
59,Seedskit,DPS,Strength-based,54,41,35,5,24,2060,194,6
60,Seedskit,DPS,Strength-based,55,42,35,5,24,2112,197,6
61,Seedskit,DPS,Strength-based,56,42,36,5,25,2182,200,6
62,Seedskit,DPS,Strength-based,56,43,37,5,26,2254,201,6
63,Seedskit,DPS,Strength-based,57,44,37,5,26,2308,204,6
64,Seedskit,DPS,Strength-based,58,44,39,5,26,2363,207,6
65,Seedskit,DPS,Strength-based,59,45,39,5,26,2419,210,6
66,Seedskit,DPS,Strength-based,60,46,39,5,27,2495,223,6
67,Seedskit,DPS,Strength-based,61,46,40,5,28,2572,227,7
68,Seedskit,DPS,Strength-based,62,47,40,5,28,2631,230,7
69,Seedskit,DPS,Strength-based,63,48,41,5,28,2690,233,7
70,Seedskit,DPS,Strength-based,63,49,42,5,29,2772,234,7
71,Seedskit,DPS,Strength-based,64,50,42,5,29,2834,237,7
72,Seedskit,DPS,Strength-based,65,50,43,5,30,2918,240,7
73,Seedskit,DPS,Strength-based,66,51,43,5,31,3003,243,7
74,Seedskit,DPS,Strength-based,67,51,44,5,31,3068,245,7
75,Seedskit,DPS,Strength-based,68,52,45,5,31,3133,249,7
76,Seedskit,DPS,Strength-based,69,53,45,5,31,3199,252,7
77,Seedskit,DPS,Strength-based,70,53,46,5,32,3289,268,7
78,Seedskit,DPS,Strength-based,71,54,46,5,33,3382,270,8
79,Seedskit,DPS,Strength-based,71,55,47,5,34,3477,272,8
80,Seedskit,DPS,Strength-based,72,56,47,5,34,3546,275,8
81,Seedskit,DPS,Strength-based,73,56,49,5,34,3618,277,8
82,Seedskit,DPS,Strength-based,74,57,49,5,34,3689,280,8
83,Seedskit,DPS,Strength-based,75,58,49,5,35,3789,283,8
84,Seedskit,DPS,Strength-based,76,58,50,5,36,3890,287,8
85,Seedskit,DPS,Strength-based,76,59,51,5,37,3994,288,8
86,Seedskit,DPS,Strength-based,77,60,51,5,38,4099,291,8
87,Seedskit,DPS,Strength-based,78,60,52,5,38,4177,294,8
88,Seedskit,DPS,Strength-based,79,61,53,5,38,4254,297,8
89,Seedskit,DPS,Strength-based,80,62,53,5,38,4333,314,9
90,Seedskit,DPS,Strength-based,81,63,54,5,38,4411,317,9
91,Seedskit,DPS,Strength-based,82,64,54,5,38,4491,320,9
92,Seedskit,DPS,Strength-based,83,64,55,5,39,4605,324,9
93,Seedskit,DPS,Strength-based,84,65,55,5,40,4720,326,9
94,Seedskit,DPS,Strength-based,84,66,56,5,41,4839,328,9
95,Seedskit,DPS,Strength-based,85,66,57,5,41,4923,331,9
96,Seedskit,DPS,Strength-based,86,67,58,5,41,5008,334,9
97,Seedskit,DPS,Strength-based,87,68,58,5,42,5130,336,9
98,Seedskit,DPS,Strength-based,88,68,59,5,42,5218,339,9
99,Seedskit,DPS,Strength-based,89,69,59,5,43,5343,342,9
100,Seedskit,DPS,Strength-based,90,70,60,5,43,5434,363,10
1,Rattlebit,Fighter,Strength-based,9,4,6,2,8,178,18,2
2,Rattlebit,Fighter,Strength-based,10,4,6,2,8,196,21,2
3,Rattlebit,Fighter,Strength-based,11,4,6,2,9,216,23,2
4,Rattlebit,Fighter,Strength-based,11,5,6,2,9,237,25,2
5,Rattlebit,Fighter,Strength-based,11,5,7,2,10,260,26,2
6,Rattlebit,Fighter,Strength-based,12,5,7,2,10,282,29,3
7,Rattlebit,Fighter,Strength-based,12,5,8,2,11,308,30,3
8,Rattlebit,Fighter,Strength-based,13,6,8,2,11,333,33,3
9,Rattlebit,Fighter,Strength-based,13,6,8,2,12,361,34,3
10,Rattlebit,Fighter,Strength-based,14,6,9,2,12,387,36,3
11,Rattlebit,Fighter,Strength-based,14,7,9,2,13,418,38,4
12,Rattlebit,Fighter,Strength-based,15,7,10,2,13,446,41,4
13,Rattlebit,Fighter,Strength-based,16,8,10,2,13,474,44,4
14,Rattlebit,Fighter,Strength-based,16,8,11,2,14,509,45,4
15,Rattlebit,Fighter,Strength-based,17,9,11,2,14,540,48,4
16,Rattlebit,Fighter,Strength-based,17,9,12,2,15,577,49,5
17,Rattlebit,Fighter,Strength-based,18,9,12,2,16,615,51,5
18,Rattlebit,Fighter,Strength-based,19,10,12,2,16,649,54,5
19,Rattlebit,Fighter,Strength-based,19,10,13,2,17,691,55,5
20,Rattlebit,Fighter,Strength-based,20,11,13,3,17,727,61,6
21,Rattlebit,Fighter,Strength-based,21,11,13,3,18,771,63,6
22,Rattlebit,Fighter,Strength-based,21,12,14,4,18,809,65,6
23,Rattlebit,Fighter,Strength-based,22,12,14,4,19,856,67,6
24,Rattlebit,Fighter,Strength-based,22,12,15,4,20,904,69,6
25,Rattlebit,Fighter,Strength-based,23,13,15,4,20,946,72,7
26,Rattlebit,Fighter,Strength-based,24,13,15,5,21,998,74,7
27,Rattlebit,Fighter,Strength-based,24,14,16,6,21,1041,76,7
28,Rattlebit,Fighter,Strength-based,25,14,16,6,22,1096,78,7
29,Rattlebit,Fighter,Strength-based,26,14,17,6,22,1143,81,7
30,Rattlebit,Fighter,Strength-based,26,15,17,7,23,1200,82,8
31,Rattlebit,Fighter,Strength-based,27,15,18,8,23,1249,85,8
32,Rattlebit,Fighter,Strength-based,28,15,18,8,24,1309,87,8
33,Rattlebit,Fighter,Strength-based,28,16,19,8,25,1372,88,8
34,Rattlebit,Fighter,Strength-based,29,17,19,9,25,1425,91,9
35,Rattlebit,Fighter,Strength-based,30,17,20,10,25,1477,99,9
36,Rattlebit,Fighter,Strength-based,30,18,21,10,26,1544,101,9
37,Rattlebit,Fighter,Strength-based,31,18,21,11,27,1614,103,9
38,Rattlebit,Fighter,Strength-based,32,19,21,11,27,1671,106,9
39,Rattlebit,Fighter,Strength-based,32,20,22,11,28,1743,107,10
40,Rattlebit,Fighter,Strength-based,33,20,22,11,29,1817,109,10
41,Rattlebit,Fighter,Strength-based,34,20,23,11,30,1892,112,10
42,Rattlebit,Fighter,Strength-based,35,21,23,12,30,1955,114,10
43,Rattlebit,Fighter,Strength-based,35,21,24,12,31,2035,116,10
44,Rattlebit,Fighter,Strength-based,36,22,24,12,32,2117,118,11
45,Rattlebit,Fighter,Strength-based,37,22,25,12,32,2183,122,11
46,Rattlebit,Fighter,Strength-based,38,23,25,12,33,2268,124,11
47,Rattlebit,Fighter,Strength-based,38,24,27,12,33,2338,125,11
48,Rattlebit,Fighter,Strength-based,39,24,27,12,34,2426,128,11
49,Rattlebit,Fighter,Strength-based,40,25,27,12,35,2517,137,12
50,Rattlebit,Fighter,Strength-based,41,25,28,12,35,2592,140,12
51,Rattlebit,Fighter,Strength-based,42,26,28,12,36,2686,142,12
52,Rattlebit,Fighter,Strength-based,42,27,29,12,37,2782,144,12
53,Rattlebit,Fighter,Strength-based,43,28,30,12,37,2860,147,13
54,Rattlebit,Fighter,Strength-based,44,28,30,12,38,2961,150,13
55,Rattlebit,Fighter,Strength-based,44,29,31,12,39,3063,151,13
56,Rattlebit,Fighter,Strength-based,45,29,32,12,40,3169,153,13
57,Rattlebit,Fighter,Strength-based,46,31,32,12,40,3253,156,13
58,Rattlebit,Fighter,Strength-based,47,31,32,12,41,3362,158,14
59,Rattlebit,Fighter,Strength-based,48,31,33,12,42,3473,161,14
60,Rattlebit,Fighter,Strength-based,48,32,33,12,43,3587,162,14
61,Rattlebit,Fighter,Strength-based,50,32,34,12,43,3677,175,14
62,Rattlebit,Fighter,Strength-based,50,33,35,12,44,3795,177,14
63,Rattlebit,Fighter,Strength-based,51,33,35,12,45,3916,179,15
64,Rattlebit,Fighter,Strength-based,52,34,36,12,45,4010,182,15
65,Rattlebit,Fighter,Strength-based,52,35,37,12,46,4136,183,15
66,Rattlebit,Fighter,Strength-based,53,35,37,12,47,4263,186,15
67,Rattlebit,Fighter,Strength-based,54,36,38,12,47,4362,188,16
68,Rattlebit,Fighter,Strength-based,55,37,38,12,48,4494,191,16
69,Rattlebit,Fighter,Strength-based,55,38,39,12,49,4627,192,16
70,Rattlebit,Fighter,Strength-based,56,38,39,12,50,4764,194,16
71,Rattlebit,Fighter,Strength-based,57,39,40,12,50,4872,198,16
72,Rattlebit,Fighter,Strength-based,58,39,41,12,51,5011,200,17
73,Rattlebit,Fighter,Strength-based,59,40,41,12,52,5155,203,17
74,Rattlebit,Fighter,Strength-based,59,41,43,12,52,5266,204,17
75,Rattlebit,Fighter,Strength-based,60,41,43,12,53,5416,218,17
76,Rattlebit,Fighter,Strength-based,61,42,43,12,54,5567,220,17
77,Rattlebit,Fighter,Strength-based,62,43,43,12,54,5682,223,18
78,Rattlebit,Fighter,Strength-based,63,43,44,12,55,5838,225,18
79,Rattlebit,Fighter,Strength-based,63,44,45,12,56,5996,227,18
80,Rattlebit,Fighter,Strength-based,64,44,45,12,57,6157,230,18
81,Rattlebit,Fighter,Strength-based,65,45,46,12,57,6281,232,18
82,Rattlebit,Fighter,Strength-based,66,46,46,12,58,6447,235,19
83,Rattlebit,Fighter,Strength-based,66,47,47,12,59,6617,236,19
84,Rattlebit,Fighter,Strength-based,67,48,48,12,59,6746,239,19
85,Rattlebit,Fighter,Strength-based,68,48,48,12,60,6920,241,19
86,Rattlebit,Fighter,Strength-based,69,48,49,12,61,7096,243,20
87,Rattlebit,Fighter,Strength-based,70,49,49,12,62,7275,259,20
88,Rattlebit,Fighter,Strength-based,71,50,50,12,62,7413,262,20
89,Rattlebit,Fighter,Strength-based,71,51,51,12,63,7597,264,20
90,Rattlebit,Fighter,Strength-based,72,51,51,12,64,7785,266,20
91,Rattlebit,Fighter,Strength-based,73,52,52,12,64,7927,269,21
92,Rattlebit,Fighter,Strength-based,74,52,52,12,65,8119,271,21
93,Rattlebit,Fighter,Strength-based,74,53,53,12,66,8314,272,21
94,Rattlebit,Fighter,Strength-based,75,54,53,12,67,8513,275,21
95,Rattlebit,Fighter,Strength-based,76,55,54,12,67,8663,277,21
96,Rattlebit,Fighter,Strength-based,77,55,54,12,68,8868,280,22
97,Rattlebit,Fighter,Strength-based,77,56,55,12,69,9075,282,22
98,Rattlebit,Fighter,Strength-based,78,57,56,12,69,9232,285,22
99,Rattlebit,Fighter,Strength-based,79,57,57,12,70,9445,287,22
100,Rattlebit,Fighter,Strength-based,80,58,57,12,71,9661,305,23
1,Squallcub,Fighter,Strength-based,9,3,7,2,8,178,18,2
2,Squallcub,Fighter,Strength-based,10,3,7,2,8,195,21,2
3,Squallcub,Fighter,Strength-based,11,3,7,2,9,216,24,2
4,Squallcub,Fighter,Strength-based,12,3,7,2,9,236,26,2
5,Squallcub,Fighter,Strength-based,13,3,7,2,9,258,29,2
6,Squallcub,Fighter,Strength-based,13,4,7,2,10,282,30,2
7,Squallcub,Fighter,Strength-based,14,4,7,2,10,304,33,3
8,Squallcub,Fighter,Strength-based,14,4,8,2,11,331,35,3
9,Squallcub,Fighter,Strength-based,15,4,9,2,11,356,37,3
10,Squallcub,Fighter,Strength-based,15,4,9,2,12,385,39,3
11,Squallcub,Fighter,Strength-based,16,4,10,2,12,412,42,3
12,Squallcub,Fighter,Strength-based,17,4,10,2,13,444,45,3
13,Squallcub,Fighter,Strength-based,18,5,10,2,13,472,48,4
14,Squallcub,Fighter,Strength-based,18,5,11,2,14,506,49,4
15,Squallcub,Fighter,Strength-based,19,6,11,2,14,536,52,4
16,Squallcub,Fighter,Strength-based,20,6,12,2,14,568,57,4
17,Squallcub,Fighter,Strength-based,21,6,12,2,15,606,60,4
18,Squallcub,Fighter,Strength-based,21,6,13,2,16,646,61,4
19,Squallcub,Fighter,Strength-based,22,7,13,2,16,680,64,5
20,Squallcub,Fighter,Strength-based,22,7,14,2,17,723,66,5
21,Squallcub,Fighter,Strength-based,23,7,14,2,18,765,68,5
22,Squallcub,Fighter,Strength-based,24,8,14,2,18,804,71,5
23,Squallcub,Fighter,Strength-based,25,8,14,2,19,850,73,5
24,Squallcub,Fighter,Strength-based,26,8,15,2,19,891,77,5
25,Squallcub,Fighter,Strength-based,26,9,16,2,20,939,79,6
26,Squallcub,Fighter,Strength-based,27,9,16,2,21,990,81,6
27,Squallcub,Fighter,Strength-based,28,10,17,2,21,1034,84,6
28,Squallcub,Fighter,Strength-based,29,10,17,2,22,1088,86,6
29,Squallcub,Fighter,Strength-based,30,10,18,2,22,1134,94,6
30,Squallcub,Fighter,Strength-based,31,10,18,2,23,1191,96,6
31,Squallcub,Fighter,Strength-based,31,11,19,2,24,1249,98,7
32,Squallcub,Fighter,Strength-based,32,11,20,3,24,1299,102,7
33,Squallcub,Fighter,Strength-based,33,11,20,3,25,1361,104,7
34,Squallcub,Fighter,Strength-based,34,12,20,3,25,1413,107,7
35,Squallcub,Fighter,Strength-based,34,13,21,3,26,1477,108,7
36,Squallcub,Fighter,Strength-based,35,13,21,3,27,1544,111,8
37,Squallcub,Fighter,Strength-based,36,13,22,4,27,1600,114,8
38,Squallcub,Fighter,Strength-based,37,13,22,4,28,1670,116,8
39,Squallcub,Fighter,Strength-based,37,14,23,4,29,1742,118,8
40,Squallcub,Fighter,Strength-based,38,14,23,4,30,1816,120,8
41,Squallcub,Fighter,Strength-based,39,15,24,4,30,1877,123,8
42,Squallcub,Fighter,Strength-based,40,15,24,5,31,1954,133,9
43,Squallcub,Fighter,Strength-based,41,15,25,6,31,2018,136,9
44,Squallcub,Fighter,Strength-based,42,15,25,6,32,2098,139,9
45,Squallcub,Fighter,Strength-based,42,16,27,6,32,2166,140,9
46,Squallcub,Fighter,Strength-based,43,16,27,6,33,2250,143,9
47,Squallcub,Fighter,Strength-based,44,16,27,7,34,2335,145,9
48,Squallcub,Fighter,Strength-based,45,18,27,7,34,2406,148,10
49,Squallcub,Fighter,Strength-based,45,19,28,7,35,2496,150,10
50,Squallcub,Fighter,Strength-based,46,19,28,7,36,2589,152,10
